CustomerID,Recency_Days,Frequency_Orders,Monetary_Avg_Order_Value,Tenure_Days,Customer_Age,Acquisition_Channel,Country,Membership_Tier,Returns_Rate,Churn_Status,Future_1Year_CLV
CUST-13849,4,6,177.32,126,61,Paid Social,Indonesia,Standard,0.069,0,1924.89
CUST-13850,25,4,101.06,203,36,Organic Search,Indonesia,Standard,0.12,0,783.55
CUST-13851,6,19,94.29,393,37,Paid Social,France,Silver,0.296,0,4804.61
CUST-13852,43,7,64.41,124,59,Organic Search,Germany,Silver,0.306,0,1256.57
CUST-13853,126,7,79.03,141,34,Direct,United States,Standard,0.116,0,1029.4
CUST-13854,49,10,164.41,723,29,Paid Social,Germany,Bronze,0.102,0,3629.27
CUST-13855,4,12,141.48,23,52,Organic Search,United Kingdom,Platinum,0.06,0,9872.28
CUST-13856,20,12,117.71,64,43,Direct,United Kingdom,Bronze,0.024,0,3080.05
CUST-13857,36,11,122.35,149,25,Organic Search,Germany,Platinum,0.024,0,7746.11
CUST-13858,24,6,89.86,162,57,Google Ads,Germany,Standard,0.063,0,889.67
CUST-13859,81,10,150.14,419,42,Email Referral,Germany,Bronze,0.069,0,3291.85
CUST-13860,76,5,127.6,197,42,Paid Social,United Kingdom,Bronze,0.317,1,401.09
CUST-13861,43,10,60.64,200,62,Paid Social,Germany,Gold,0.107,0,2279.32
CUST-13862,22,11,105.69,77,39,Google Ads,France,Standard,0.271,0,2110.26
CUST-13863,14,6,76.46,180,30,Paid Social,United States,Platinum,0.267,0,2591.13
CUST-13864,6,2,222.34,98,59,Paid Social,Germany,Bronze,0.139,0,930.6
CUST-13865,20,5,157.31,53,32,Paid Social,United States,Standard,0.231,0,1349.71
CUST-13866,24,14,218.01,565,40,Organic Search,United Kingdom,Standard,0.218,0,5507.3
CUST-13867,51,3,71.08,81,45,Paid Social,United Kingdom,Standard,0.092,0,363.85
CUST-13868,49,9,202.68,267,65,Organic Search,United Kingdom,Standard,0.082,0,3345.9
CUST-13869,4,11,91.65,448,30,Organic Search,United States,Bronze,0.216,0,2189.34
CUST-13870,23,5,50.69,73,49,Paid Social,Germany,Bronze,0.149,0,565.11
CUST-13871,10,7,113.18,73,28,Paid Social,Germany,Silver,0.239,0,2139.67
CUST-13872,8,15,92.86,123,61,Organic Search,United States,Silver,0.287,0,3839.82
CUST-13873,80,5,95.67,157,31,Organic Search,United Kingdom,Gold,0.217,1,524.66
CUST-13874,2,7,107.18,273,69,Organic Search,United Kingdom,Standard,0.215,0,1341.89
CUST-13875,25,9,197.67,114,52,Paid Social,United Kingdom,Standard,0.421,0,3217.18
CUST-13876,9,12,144.33,790,64,Paid Social,United Kingdom,Bronze,0.167,0,3811.77
CUST-13877,96,15,159.83,463,60,Organic Search,United Kingdom,Standard,0.152,0,4256.61
CUST-13878,37,5,150.19,458,52,Google Ads,Australia,Standard,0.069,0,1366.81
CUST-13879,12,1,72.09,38,67,Organic Search,Germany,Bronze,0.146,0,138.21
CUST-13880,32,14,29.66,81,57,Organic Search,Germany,Silver,0.091,0,1194.78
CUST-13881,60,20,106.78,108,40,Direct,France,Silver,0.101,0,5792.65
CUST-13882,143,2,147.2,358,57,Paid Social,United Kingdom,Gold,0.002,1,191.32
CUST-13883,12,27,131.77,29,30,Organic Search,Australia,Standard,0.06,0,6383.24
CUST-13884,98,22,121.85,408,23,Google Ads,Australia,Platinum,0.346,0,15511.02
CUST-13885,123,3,155.04,280,46,Organic Search,United States,Standard,0.196,1,253.9
CUST-13886,112,11,114.63,277,59,Direct,United Kingdom,Gold,0.091,0,4714.19
CUST-13887,46,4,119.17,199,32,Organic Search,Indonesia,Standard,0.06,0,809.09
CUST-13888,45,5,76.88,197,22,Google Ads,United Kingdom,Gold,0.138,1,367.16
CUST-13889,24,10,225.32,78,50,Organic Search,France,Standard,0.249,0,4053.04
CUST-13890,63,12,40.63,137,57,Direct,Germany,Silver,0.048,0,1303.58
CUST-13891,35,5,201.09,170,19,Email Referral,United Kingdom,Standard,0.227,0,1789.65
CUST-13892,51,13,38.66,269,50,Organic Search,Indonesia,Standard,0.07,0,875.25
CUST-13893,26,2,171.41,98,42,Google Ads,Australia,Standard,0.016,0,729.85
CUST-13894,60,4,118.22,370,44,Paid Social,Indonesia,Silver,0.126,0,1258.49
CUST-13895,79,11,190.38,393,65,Email Referral,United Kingdom,Standard,0.49,0,3736.57
CUST-13896,8,11,165.96,80,42,Email Referral,United Kingdom,Bronze,0.183,0,3968.51
CUST-13897,81,14,55.52,243,22,Email Referral,Australia,Standard,0.271,0,1394.04
CUST-13898,35,12,25.06,127,68,Paid Social,United Kingdom,Bronze,0.009,0,603.48
CUST-13899,84,13,80.18,137,60,Direct,Germany,Standard,0.235,0,1863.71
CUST-13900,26,8,98.17,336,57,Email Referral,Germany,Bronze,0.032,0,1693.37
CUST-13901,22,9,27.85,894,21,Organic Search,United Kingdom,Gold,0.075,0,968.97
CUST-13902,111,15,140.84,276,31,Organic Search,Indonesia,Gold,0.171,0,8001.28
CUST-13903,14,6,108.75,470,34,Email Referral,United Kingdom,Standard,0.039,0,1123.73
CUST-13904,84,20,83.28,283,58,Google Ads,Germany,Standard,0.09,0,3028.51
CUST-13905,30,12,130.88,195,44,Email Referral,United Kingdom,Standard,0.262,0,2871.61
CUST-13906,33,6,192.18,165,53,Organic Search,Germany,Silver,0.161,0,3059.52
CUST-13907,17,6,191.87,80,51,Organic Search,United Kingdom,Standard,0.091,0,2033.36
CUST-13908,39,6,120.28,69,27,Email Referral,France,Standard,0.03,0,1290.25
CUST-13909,18,36,140.6,138,68,Organic Search,Australia,Standard,0.118,0,9121.86
CUST-13910,2,4,28.1,165,39,Paid Social,United States,Silver,0.047,0,316.36
CUST-13911,15,8,164.39,158,58,Email Referral,France,Platinum,0.066,0,7572.96
CUST-13912,1,37,264.32,230,39,Organic Search,United States,Silver,0.112,0,26333.99
CUST-13913,173,8,105.92,226,45,Paid Social,United States,Silver,0.066,1,622.57
CUST-13914,152,9,155.79,245,65,Paid Social,Germany,Bronze,0.024,1,707.56
CUST-13915,23,6,138.92,134,37,Paid Social,Germany,Bronze,0.239,0,1867.93
CUST-13916,59,7,114.79,111,66,Email Referral,Indonesia,Silver,0.145,0,2227.91
CUST-13917,20,9,165.56,461,19,Google Ads,France,Standard,0.059,0,2626.4
CUST-13918,51,11,83.2,271,40,Email Referral,United Kingdom,Standard,0.031,0,1664.98
CUST-13919,74,5,97.87,106,68,Organic Search,United States,Bronze,0.412,0,1125.05
CUST-13920,132,13,83.97,371,51,Google Ads,United Kingdom,Standard,0.089,0,1994.34
CUST-13921,24,22,289.3,181,65,Email Referral,United States,Bronze,0.047,0,13662.65
CUST-13922,69,9,73.07,217,33,Direct,United States,Silver,0.084,0,1773.73
CUST-13923,14,5,156.08,854,45,Direct,United States,Bronze,0.24,0,1727.35
CUST-13924,209,6,70.51,397,31,Paid Social,United Kingdom,Silver,0.184,1,369.61
CUST-13925,2,14,130.03,425,69,Direct,Australia,Standard,0.012,0,3269.98
CUST-13926,42,17,148.44,497,18,Paid Social,France,Standard,0.332,0,4458.95
CUST-13927,49,3,35.31,83,58,Organic Search,United States,Standard,0.109,0,300.08
CUST-13928,53,8,50.95,69,32,Organic Search,Germany,Standard,0.149,0,727.56
CUST-13929,6,15,70.14,123,32,Paid Social,United Kingdom,Standard,0.229,0,1966.0
CUST-13930,126,14,54.7,404,42,Email Referral,United Kingdom,Standard,0.304,0,1365.53
CUST-13931,9,32,65.06,336,60,Direct,United Kingdom,Standard,0.144,0,3774.95
CUST-13932,44,9,135.71,337,22,Paid Social,Germany,Standard,0.152,0,2164.23
CUST-13933,12,10,86.99,133,25,Email Referral,United Kingdom,Standard,0.346,0,1532.52
CUST-13934,17,13,164.65,281,39,Google Ads,Germany,Bronze,0.1,0,4713.85
CUST-13935,36,4,253.99,279,56,Paid Social,France,Silver,0.162,0,2790.08
CUST-13936,25,10,50.75,107,55,Organic Search,Germany,Standard,0.297,0,912.1
CUST-13937,8,15,267.22,56,56,Google Ads,United Kingdom,Silver,0.221,0,10869.14
CUST-13938,9,15,178.84,198,68,Email Referral,Germany,Standard,0.077,0,4794.79
CUST-13939,25,12,151.91,243,63,Google Ads,Indonesia,Platinum,0.117,0,10500.1
CUST-13940,64,17,115.3,230,60,Email Referral,Germany,Standard,0.224,0,3533.29
CUST-13941,103,12,125.64,161,68,Organic Search,United Kingdom,Silver,0.051,1,979.76
CUST-13942,4,1,64.07,77,31,Organic Search,France,Standard,0.082,0,70.85
CUST-13943,23,14,121.57,259,36,Organic Search,France,Platinum,0.109,0,9708.98
CUST-13944,5,14,215.55,611,43,Organic Search,United Kingdom,Silver,0.048,0,8099.41
CUST-13945,1,4,66.62,537,55,Google Ads,United Kingdom,Standard,0.243,1,211.31
CUST-13946,49,19,160.05,195,50,Email Referral,Germany,Standard,0.17,0,5384.86
CUST-13947,42,9,196.3,448,63,Organic Search,United Kingdom,Standard,0.022,0,3178.33
CUST-13948,9,5,76.3,29,29,Paid Social,United Kingdom,Standard,0.152,0,694.33
CUST-13949,12,9,142.18,382,46,Email Referral,Germany,Standard,0.177,0,2290.83
CUST-13950,2,3,163.56,133,29,Organic Search,United Kingdom,Bronze,0.245,0,1103.59
CUST-13951,82,20,277.06,370,46,Organic Search,United Kingdom,Standard,0.158,0,9960.41
CUST-13952,166,21,217.47,182,58,Paid Social,United States,Bronze,0.181,0,9912.11
CUST-13953,7,7,215.02,387,58,Paid Social,Germany,Bronze,0.159,0,3278.56
CUST-13954,12,4,96.73,189,63,Direct,Indonesia,Standard,0.351,0,628.79
CUST-13955,92,2,156.78,156,37,Direct,Indonesia,Standard,0.072,0,622.49
CUST-13956,118,13,114.24,209,51,Paid Social,Indonesia,Bronze,0.089,1,786.28
CUST-13957,25,7,48.06,80,63,Paid Social,United Kingdom,Standard,0.263,0,516.0
CUST-13958,3,8,69.0,117,47,Email Referral,Germany,Standard,0.257,0,1017.16
CUST-13959,2,4,120.31,89,46,Organic Search,Germany,Bronze,0.02,0,1025.13
CUST-13960,39,9,107.52,191,56,Organic Search,Indonesia,Standard,0.075,0,1823.26
CUST-13961,23,18,264.75,341,64,Organic Search,Germany,Standard,0.017,0,8632.68
CUST-13962,2,8,126.17,742,57,Organic Search,United Kingdom,Silver,0.381,0,2680.16
CUST-13963,40,21,195.02,107,68,Organic Search,Germany,Gold,0.415,0,15528.14
CUST-13964,1,10,144.14,36,19,Email Referral,United Kingdom,Silver,0.079,0,3856.98
CUST-13965,70,10,150.6,175,43,Organic Search,United States,Standard,0.149,0,2627.95
CUST-13966,17,9,179.83,59,18,Organic Search,Germany,Standard,0.244,0,2882.52
CUST-13967,2,9,106.82,340,45,Email Referral,France,Silver,0.106,0,2529.27
CUST-13968,40,8,117.47,180,68,Email Referral,United Kingdom,Platinum,0.036,0,5412.34
CUST-13969,23,7,97.37,212,25,Organic Search,Germany,Standard,0.302,0,1323.39
CUST-13970,164,12,115.98,208,48,Google Ads,Germany,Gold,0.013,1,1319.15
CUST-13971,36,13,127.27,300,56,Email Referral,France,Silver,0.064,0,4490.25
CUST-13972,15,13,143.08,684,67,Paid Social,United States,Platinum,0.156,0,10663.67
CUST-13973,56,6,125.22,189,36,Direct,United States,Standard,0.515,1,311.08
CUST-13974,15,10,130.84,620,30,Organic Search,Germany,Standard,0.067,0,2382.38
CUST-13975,106,3,142.03,127,33,Paid Social,Indonesia,Bronze,0.39,1,226.66
CUST-13976,22,9,14.5,43,40,Organic Search,United Kingdom,Bronze,0.149,0,245.84
CUST-13977,36,10,86.17,630,28,Paid Social,Germany,Bronze,0.019,0,1911.41
CUST-13978,3,9,89.64,234,41,Organic Search,France,Gold,0.231,0,3056.58
CUST-13979,25,14,140.98,77,27,Email Referral,Germany,Silver,0.016,0,5431.8
CUST-13980,81,14,156.16,177,68,Paid Social,United Kingdom,Standard,0.048,0,3968.2
CUST-13981,74,23,67.06,216,22,Direct,United Kingdom,Bronze,0.09,0,3274.81
CUST-13982,12,7,193.08,245,29,Email Referral,France,Standard,0.151,0,2438.59
CUST-13983,12,3,152.2,359,53,Direct,United Kingdom,Platinum,0.275,0,2569.82
CUST-13984,77,4,71.12,107,43,Organic Search,United Kingdom,Standard,0.007,0,612.31
CUST-13985,120,31,90.85,327,45,Paid Social,United Kingdom,Bronze,0.219,0,6033.87
CUST-13986,5,18,113.58,136,33,Paid Social,France,Standard,0.084,0,3735.7
CUST-13987,27,12,182.16,205,19,Google Ads,United Kingdom,Bronze,0.054,0,4769.3
CUST-13988,19,11,163.92,161,43,Organic Search,Australia,Standard,0.069,0,3211.49
CUST-13989,93,14,71.1,215,21,Direct,United States,Bronze,0.199,0,2166.48
CUST-13990,4,8,199.23,60,46,Organic Search,United Kingdom,Gold,0.228,0,6037.51
CUST-13991,11,14,124.46,141,33,Google Ads,Germany,Standard,0.311,0,3178.03
CUST-13992,63,14,203.84,115,39,Paid Social,United Kingdom,Bronze,0.101,0,6172.97
CUST-13993,3,6,130.38,26,60,Paid Social,United States,Platinum,0.04,0,4472.53
CUST-13994,31,19,65.35,130,23,Direct,United Kingdom,Standard,0.082,0,2263.01
CUST-13995,27,17,150.38,46,45,Google Ads,United Kingdom,Standard,0.151,0,4629.84
CUST-13996,19,5,280.96,182,28,Direct,United States,Bronze,0.208,0,2987.81
CUST-13997,23,9,85.91,51,59,Email Referral,United Kingdom,Gold,0.149,0,2807.39
CUST-13998,34,3,74.0,152,64,Direct,Germany,Bronze,0.043,0,509.1
CUST-13999,8,15,103.26,728,38,Email Referral,United States,Bronze,0.155,0,3364.29
CUST-14000,39,8,152.73,55,43,Google Ads,United States,Standard,0.033,0,2220.9
CUST-14001,74,13,316.33,171,56,Email Referral,United Kingdom,Platinum,0.3,0,23752.74
CUST-14002,65,12,203.61,281,64,Google Ads,Indonesia,Standard,0.079,0,4441.78
CUST-14003,8,5,64.51,54,39,Email Referral,United Kingdom,Standard,0.153,0,645.26
CUST-14004,8,5,232.09,171,47,Email Referral,Germany,Standard,0.138,0,2127.96
CUST-14005,15,3,151.93,83,47,Paid Social,France,Standard,0.02,0,827.62
CUST-14006,21,4,149.29,81,50,Email Referral,United Kingdom,Bronze,0.17,0,1228.39
CUST-14007,24,7,107.4,444,57,Organic Search,Germany,Bronze,0.011,0,1700.95
CUST-14008,52,4,98.66,107,47,Email Referral,Germany,Gold,0.148,1,362.46
CUST-14009,3,5,125.32,103,54,Paid Social,Indonesia,Standard,0.326,0,1097.59
CUST-14010,2,18,256.39,50,47,Google Ads,United Kingdom,Bronze,0.119,0,10000.3
CUST-14011,23,9,50.18,98,43,Email Referral,United Kingdom,Standard,0.241,0,721.13
CUST-14012,54,7,157.37,131,23,Email Referral,Germany,Standard,0.292,0,1945.91
CUST-14013,10,5,139.58,96,21,Paid Social,France,Silver,0.237,0,1852.87
CUST-14014,47,12,124.11,246,32,Google Ads,Germany,Standard,0.238,0,2647.89
CUST-14015,14,5,196.9,273,53,Organic Search,United Kingdom,Standard,0.042,0,1868.86
CUST-14016,98,5,53.06,241,20,Google Ads,United Kingdom,Standard,0.062,0,473.42
CUST-14017,102,11,234.11,286,33,Email Referral,United Kingdom,Standard,0.03,0,4603.43
CUST-14018,16,10,18.75,333,33,Organic Search,France,Standard,0.204,0,335.08
CUST-14019,12,9,108.7,1418,57,Direct,Indonesia,Standard,0.04,0,1803.63
CUST-14020,24,12,48.55,148,44,Paid Social,United Kingdom,Bronze,0.244,0,1163.1
CUST-14021,13,11,104.3,524,23,Organic Search,Germany,Standard,0.055,0,2070.86
CUST-14022,51,4,245.11,187,38,Paid Social,Germany,Gold,0.033,1,903.87
CUST-14023,79,12,95.02,368,30,Direct,Germany,Standard,0.111,0,2065.91
CUST-14024,51,24,66.54,219,26,Google Ads,Germany,Bronze,0.103,0,3392.14
CUST-14025,79,6,228.04,481,58,Direct,France,Standard,0.267,1,606.72
CUST-14026,23,12,138.33,145,60,Organic Search,Germany,Standard,0.24,0,2981.1
CUST-14027,8,10,105.78,237,25,Organic Search,Indonesia,Standard,0.227,0,1840.51
CUST-14028,61,8,74.96,189,45,Email Referral,Germany,Standard,0.055,1,363.07
CUST-14029,21,12,130.34,386,62,Paid Social,United Kingdom,Standard,0.147,0,2836.09
CUST-14030,51,10,108.6,998,36,Email Referral,Australia,Bronze,0.053,0,2391.82
CUST-14031,15,5,153.01,80,46,Paid Social,United Kingdom,Standard,0.138,0,1359.39
CUST-14032,4,3,42.39,134,48,Paid Social,United States,Silver,0.267,0,354.1
CUST-14033,221,5,137.74,251,50,Organic Search,Germany,Standard,0.179,1,249.82
CUST-14034,8,3,202.63,50,66,Paid Social,France,Standard,0.417,0,1062.2
CUST-14035,201,5,38.77,692,23,Organic Search,Germany,Standard,0.056,1,42.29
CUST-14036,171,8,271.4,327,61,Direct,United Kingdom,Bronze,0.335,1,1187.27
CUST-14037,72,16,73.87,177,21,Direct,United Kingdom,Platinum,0.124,0,6893.21
CUST-14038,49,3,47.27,264,33,Google Ads,France,Standard,0.202,0,300.43
CUST-14039,39,6,100.05,201,20,Organic Search,France,Standard,0.127,0,1171.13
CUST-14040,91,6,62.38,167,42,Organic Search,Australia,Standard,0.162,0,713.39
CUST-14041,16,14,69.28,77,34,Email Referral,France,Silver,0.014,0,2639.79
CUST-14042,29,16,100.36,204,39,Email Referral,United Kingdom,Standard,0.121,0,2844.25
CUST-14043,44,6,88.53,96,35,Direct,United Kingdom,Silver,0.02,0,1450.35
CUST-14044,24,9,103.53,65,49,Google Ads,United States,Gold,0.126,0,3498.38
CUST-14045,26,10,281.18,109,35,Organic Search,Indonesia,Silver,0.068,0,7633.46
CUST-14046,19,6,38.27,389,43,Direct,France,Bronze,0.079,0,428.02
CUST-14047,38,9,79.02,59,67,Organic Search,Germany,Bronze,0.132,0,1530.74
CUST-14048,86,22,147.93,423,42,Google Ads,Indonesia,Bronze,0.032,0,7030.51
CUST-14049,11,15,118.98,200,45,Email Referral,United Kingdom,Standard,0.04,0,3301.79
CUST-14050,123,11,139.61,145,57,Email Referral,United Kingdom,Silver,0.176,1,985.45
CUST-14051,53,10,126.75,233,40,Email Referral,Germany,Bronze,0.236,1,742.86
CUST-14052,78,3,106.61,192,25,Google Ads,United Kingdom,Bronze,0.075,0,732.0
CUST-14053,37,6,32.32,383,30,Email Referral,France,Standard,0.173,0,336.27
CUST-14054,69,11,236.94,511,61,Google Ads,United Kingdom,Standard,0.102,0,4711.9
CUST-14055,1,7,79.06,76,64,Organic Search,United Kingdom,Silver,0.181,0,1481.74
CUST-14056,77,16,56.39,367,27,Google Ads,Germany,Standard,0.04,0,1624.76
CUST-14057,2,7,119.06,83,58,Direct,France,Gold,0.232,0,3187.98
CUST-14058,100,10,336.2,178,20,Email Referral,United Kingdom,Platinum,0.043,1,4968.51
CUST-14059,218,7,174.68,271,27,Direct,United Kingdom,Silver,0.033,1,873.57
CUST-14060,16,3,195.01,235,66,Organic Search,United Kingdom,Standard,0.181,0,1065.43
CUST-14061,11,44,481.74,80,32,Google Ads,United Kingdom,Gold,0.374,0,80194.18
CUST-14062,66,11,138.65,193,41,Organic Search,France,Bronze,0.097,1,752.56
CUST-14063,14,17,49.66,329,27,Paid Social,United Kingdom,Standard,0.315,0,1499.37
CUST-14064,91,7,84.66,388,69,Email Referral,United Kingdom,Standard,0.241,0,1070.08
CUST-14065,5,7,86.43,368,38,Email Referral,United States,Standard,0.124,0,1037.09
CUST-14066,7,3,46.63,53,63,Email Referral,United Kingdom,Standard,0.089,0,224.75
CUST-14067,175,8,101.18,349,65,Paid Social,Indonesia,Standard,0.345,1,281.45
CUST-14068,51,20,227.99,509,55,Direct,France,Platinum,0.036,0,26200.51
CUST-14069,85,7,254.43,107,56,Organic Search,United Kingdom,Silver,0.379,0,4796.48
CUST-14070,18,17,74.06,317,59,Email Referral,United Kingdom,Silver,0.282,0,3352.32
CUST-14071,51,17,246.45,116,68,Google Ads,Indonesia,Standard,0.104,0,7562.41
CUST-14072,41,7,153.07,255,67,Google Ads,France,Standard,0.026,1,495.56
CUST-14073,42,10,56.98,284,45,Email Referral,France,Bronze,0.072,0,1248.62
CUST-14074,52,4,29.55,534,58,Email Referral,France,Silver,0.245,0,293.92
CUST-14075,39,8,156.38,181,19,Paid Social,Germany,Platinum,0.212,0,7260.11
CUST-14076,26,8,129.45,380,58,Paid Social,United Kingdom,Silver,0.326,0,2821.16
CUST-14077,15,8,113.76,38,21,Paid Social,United Kingdom,Gold,0.256,0,3451.33
CUST-14078,66,4,46.11,179,60,Email Referral,France,Standard,0.161,1,94.64
CUST-14079,12,11,47.7,131,66,Email Referral,Indonesia,Standard,0.195,0,934.08
CUST-14080,54,10,84.97,208,20,Paid Social,United Kingdom,Standard,0.156,0,1595.39
CUST-14081,12,1,64.34,145,49,Email Referral,Germany,Standard,0.065,0,172.9
CUST-14082,45,12,152.3,679,64,Paid Social,Australia,Silver,0.138,0,4916.25
CUST-14083,62,5,143.42,91,51,Organic Search,United Kingdom,Gold,0.07,0,2718.88
CUST-14084,12,16,80.38,82,33,Google Ads,United Kingdom,Standard,0.082,0,2295.12
CUST-14085,3,8,115.41,641,21,Google Ads,United Kingdom,Gold,0.306,0,3613.28
CUST-14086,7,8,223.38,128,35,Organic Search,United Kingdom,Standard,0.216,0,3203.91
CUST-14087,42,10,166.18,209,45,Google Ads,Germany,Bronze,0.266,0,3649.25
CUST-14088,86,9,82.35,116,59,Paid Social,United Kingdom,Bronze,0.144,0,1734.85
CUST-14089,3,11,167.78,78,23,Organic Search,United Kingdom,Standard,0.301,0,3337.89
CUST-14090,60,15,209.96,82,60,Paid Social,France,Silver,0.035,0,8416.28
CUST-14091,19,7,194.84,60,59,Organic Search,United States,Standard,0.029,0,2530.5
CUST-14092,30,2,71.78,225,18,Google Ads,Indonesia,Standard,0.141,0,232.82
CUST-14093,119,7,79.0,393,33,Organic Search,Indonesia,Silver,0.164,0,1458.75
CUST-14094,19,10,37.36,401,54,Organic Search,Indonesia,Standard,0.215,0,761.44
CUST-14095,29,5,156.84,96,26,Organic Search,United Kingdom,Gold,0.034,0,2899.2
CUST-14096,1,8,250.05,88,34,Organic Search,United Kingdom,Gold,0.062,0,7633.24
CUST-14097,4,1,168.29,170,53,Email Referral,United Kingdom,Standard,0.22,0,291.73
CUST-14098,14,2,130.4,44,51,Email Referral,United Kingdom,Standard,0.459,0,376.79
CUST-14099,2,8,270.29,312,48,Organic Search,United Kingdom,Standard,0.299,0,3936.38
CUST-14100,45,8,135.78,178,51,Email Referral,France,Standard,0.131,0,1842.65
CUST-14101,26,11,323.63,647,54,Paid Social,France,Bronze,0.016,0,7687.16
CUST-14102,36,18,175.67,73,51,Paid Social,United Kingdom,Standard,0.187,0,5609.98
CUST-14103,9,5,111.38,49,62,Organic Search,France,Gold,0.179,0,2088.68
CUST-14104,16,9,32.39,108,54,Email Referral,United Kingdom,Standard,0.178,0,559.57
CUST-14105,50,6,48.71,106,18,Paid Social,Germany,Standard,0.133,0,547.2
CUST-14106,152,7,279.9,381,32,Email Referral,United Kingdom,Bronze,0.056,1,1068.42
CUST-14107,3,10,126.04,546,48,Paid Social,Australia,Bronze,0.302,0,2772.93
CUST-14108,100,6,236.46,131,68,Organic Search,Indonesia,Platinum,0.329,0,8172.06
CUST-14109,39,23,235.86,103,31,Email Referral,United Kingdom,Silver,0.359,0,14636.09
CUST-14110,38,19,136.72,101,61,Email Referral,Indonesia,Standard,0.248,0,4690.09
CUST-14111,32,11,254.86,175,51,Paid Social,Germany,Platinum,0.048,0,16114.85
CUST-14112,4,4,182.92,127,69,Organic Search,Germany,Standard,0.011,0,1360.16
CUST-14113,5,17,233.71,253,18,Email Referral,Germany,Silver,0.164,0,10730.82
CUST-14114,42,10,134.84,294,52,Organic Search,France,Standard,0.102,0,2462.91
CUST-14115,19,7,109.61,187,28,Paid Social,United Kingdom,Standard,0.284,0,1372.22
CUST-14116,113,3,87.75,288,34,Organic Search,United Kingdom,Silver,0.161,0,735.72
CUST-14117,24,7,69.12,371,22,Google Ads,Germany,Standard,0.483,0,904.16
CUST-14118,7,20,141.75,113,34,Organic Search,Germany,Standard,0.205,0,5002.03
CUST-14119,57,19,71.78,74,35,Google Ads,Germany,Silver,0.08,0,3609.26
CUST-14120,16,17,165.25,74,42,Google Ads,United States,Standard,0.023,0,5028.74
CUST-14121,34,20,93.18,55,52,Direct,United Kingdom,Standard,0.046,0,3347.92
CUST-14122,54,11,114.01,159,64,Direct,Australia,Standard,0.117,0,2321.17
CUST-14123,104,14,185.0,198,33,Direct,Australia,Silver,0.039,0,7015.7
CUST-14124,71,13,222.36,104,64,Google Ads,United Kingdom,Standard,0.044,0,5229.39
CUST-14125,51,3,96.34,319,66,Organic Search,United Kingdom,Bronze,0.188,0,701.37
CUST-14126,52,22,63.49,211,67,Paid Social,Germany,Standard,0.043,0,2583.01
CUST-14127,132,7,160.78,193,40,Organic Search,United Kingdom,Standard,0.176,0,1975.4
CUST-14128,16,2,152.43,287,57,Paid Social,Germany,Standard,0.187,0,610.4
CUST-14129,1,5,254.58,214,38,Paid Social,United Kingdom,Bronze,0.176,0,2754.71
CUST-14130,15,3,90.28,68,46,Direct,France,Standard,0.065,0,461.75
CUST-14131,12,11,88.74,759,63,Direct,United Kingdom,Standard,0.051,0,1742.38
CUST-14132,49,5,170.43,99,53,Organic Search,Germany,Bronze,0.133,0,1809.37
CUST-14133,46,7,132.17,326,27,Email Referral,Germany,Silver,0.151,0,2505.07
CUST-14134,41,5,218.08,677,37,Paid Social,Australia,Silver,0.398,0,2939.93
CUST-14135,1,5,152.31,248,24,Paid Social,France,Standard,0.184,0,1432.59
CUST-14136,59,9,166.11,271,47,Paid Social,United Kingdom,Standard,0.112,0,2787.63
CUST-14137,18,5,106.56,453,46,Direct,United Kingdom,Bronze,0.116,0,1130.59
CUST-14138,50,2,133.01,121,69,Google Ads,Germany,Gold,0.304,1,186.6
CUST-14139,37,12,191.91,110,18,Organic Search,France,Standard,0.017,0,4178.65
CUST-14140,19,9,30.72,218,38,Paid Social,Germany,Bronze,0.096,0,644.29
CUST-14141,7,3,333.64,406,24,Google Ads,France,Silver,0.102,0,2721.51
CUST-14142,5,4,85.67,192,61,Email Referral,United States,Standard,0.188,0,539.89
CUST-14143,81,10,141.07,775,21,Email Referral,United Kingdom,Standard,0.058,0,2499.65
CUST-14144,113,5,102.49,173,56,Direct,United States,Bronze,0.391,0,1114.25
CUST-14145,48,6,231.62,377,32,Paid Social,France,Platinum,0.274,0,7973.99
CUST-14146,5,4,141.29,491,51,Paid Social,United States,Bronze,0.027,0,1170.86
CUST-14147,24,8,439.45,139,19,Direct,Australia,Standard,0.024,0,6435.3
CUST-14148,59,30,222.25,662,54,Email Referral,United Kingdom,Standard,0.24,0,11951.51
CUST-14149,69,1,16.61,124,20,Email Referral,Germany,Bronze,0.187,0,96.2
CUST-14150,6,1,181.02,570,65,Organic Search,United Kingdom,Standard,0.049,0,346.47
CUST-14151,1,7,22.15,435,21,Organic Search,United Kingdom,Standard,0.047,0,309.5
CUST-14152,57,5,56.56,84,64,Paid Social,United Kingdom,Bronze,0.385,1,209.61
CUST-14153,20,8,122.75,167,66,Paid Social,Indonesia,Standard,0.237,0,1733.16
CUST-14154,14,4,221.33,164,60,Paid Social,United Kingdom,Standard,0.082,0,1578.59
CUST-14155,1,4,108.1,26,53,Direct,United Kingdom,Silver,0.145,0,1191.11
CUST-14156,35,4,231.4,57,44,Organic Search,France,Silver,0.075,0,2406.66
CUST-14157,86,6,106.0,101,21,Organic Search,United States,Bronze,0.079,0,1456.24
CUST-14158,143,4,64.76,291,53,Organic Search,France,Silver,0.006,1,180.65
CUST-14159,38,29,154.92,165,36,Email Referral,United Kingdom,Standard,0.177,0,8039.73
